name: r201-6, Alg: 5, number particle: 15
12-09 at 08:26:28, name: c106-30, Alg: 16, #particle: 15, seed: 1
12-09 at 10:41:55, name: rc207-30, Alg: 16, #particle: 15, seed: 1
12-09 at 12:22:49, name: r109-30, Alg: 15, #particle: 15, seed: 1
12-09 at 13:59:11, name: r207-30, Alg: 15, #particle: 15, seed: 1
12-09 at 15:46:34, name: c208-30, Alg: 16, #particle: 15, seed: 1
12-09 at 17:14:08, name: r208-30, Alg: 15, #particle: 15, seed: 1
12-09 at 17:45:30, name: c107-30, Alg: 16, #particle: 15, seed: 1
12-09 at 18:58:15, name: c201-30, Alg: 2, #particle: 15, seed: 1
12-09 at 19:06:46, name: rc208-30, Alg: 16, #particle: 15, seed: 1
12-09 at 20:07:02, name: r110-30, Alg: 15, #particle: 15, seed: 1
12-09 at 21:57:44, name: rc101-30, Alg: 2, #particle: 15, seed: 1
12-09 at 22:20:56, name: c202-30, Alg: 2, #particle: 15, seed: 1
12-09 at 23:01:56, name: r209-30, Alg: 15, #particle: 15, seed: 1
12-10 at 02:10:52, name: c203-30, Alg: 2, #particle: 15, seed: 1
12-10 at 02:18:28, name: r111-30, Alg: 15, #particle: 15, seed: 1
12-10 at 04:12:46, name: c108-30, Alg: 16, #particle: 15, seed: 1
12-10 at 04:51:42, name: rc102-30, Alg: 2, #particle: 15, seed: 1
12-10 at 07:03:49, name: r112-30, Alg: 15, #particle: 15, seed: 1
12-10 at 08:15:33, name: c204-30, Alg: 2, #particle: 15, seed: 1
12-10 at 09:11:04, name: r210-30, Alg: 15, #particle: 15, seed: 1
12-10 at 11:00:24, name: rc103-30, Alg: 2, #particle: 15, seed: 1
12-10 at 12:25:41, name: c205-30, Alg: 2, #particle: 15, seed: 1
12-10 at 13:02:58, name: c109-30, Alg: 16, #particle: 15, seed: 1
12-10 at 15:26:10, name: c206-30, Alg: 2, #particle: 15, seed: 1
12-10 at 15:58:55, name: r211-30, Alg: 15, #particle: 15, seed: 1
12-10 at 18:21:57, name: c207-30, Alg: 2, #particle: 15, seed: 1
12-10 at 18:46:20, name: rc104-30, Alg: 2, #particle: 15, seed: 1
12-10 at 21:44:35, name: c208-30, Alg: 2, #particle: 15, seed: 1
12-11 at 04:36:47, name: rc105-30, Alg: 2, #particle: 15, seed: 1
12-11 at 11:36:59, name: rc106-30, Alg: 2, #particle: 15, seed: 1
12-11 at 19:52:19, name: rc107-30, Alg: 2, #particle: 15, seed: 1
12-12 at 04:55:25, name: rc108-30, Alg: 2, #particle: 15, seed: 1
12-15 at 12:36:22, name: rc101-30, Alg: 4, #particle: 15, seed: 1
12-15 at 17:18:27, name: r201-30, Alg: 2, #particle: 15, seed: 1
12-15 at 17:34:48, name: r101-30, Alg: 2, #particle: 15, seed: 1
12-15 at 18:20:37, name: rc201-30, Alg: 2, #particle: 15, seed: 1
12-15 at 22:14:28, name: c201-30, Alg: 4, #particle: 15, seed: 1
12-15 at 22:32:45, name: c106-30, Alg: 1, #particle: 15, seed: 1
12-16 at 00:14:05, name: r202-30, Alg: 2, #particle: 15, seed: 1
12-16 at 00:29:42, name: rc102-30, Alg: 4, #particle: 15, seed: 1
12-16 at 00:55:44, name: rc202-30, Alg: 2, #particle: 15, seed: 1
12-16 at 01:12:42, name: r102-30, Alg: 2, #particle: 15, seed: 1
12-16 at 04:59:24, name: r203-30, Alg: 2, #particle: 15, seed: 1
12-16 at 05:58:47, name: rc203-30, Alg: 2, #particle: 15, seed: 1
12-16 at 08:47:45, name: r103-30, Alg: 2, #particle: 15, seed: 1
12-16 at 09:01:40, name: c109-30, Alg: 1, #particle: 15, seed: 1
12-16 at 10:31:59, name: rc103-30, Alg: 4, #particle: 15, seed: 1
12-16 at 11:23:15, name: rc204-30, Alg: 2, #particle: 15, seed: 1
12-16 at 13:15:17, name: c202-30, Alg: 4, #particle: 15, seed: 1
12-16 at 14:45:16, name: r204-30, Alg: 2, #particle: 15, seed: 1
12-16 at 15:00:44, name: c101-30, Alg: 2, #particle: 15, seed: 1
12-16 at 18:49:24, name: r104-30, Alg: 2, #particle: 15, seed: 1
12-16 at 19:12:00, name: rc205-30, Alg: 2, #particle: 15, seed: 1
12-16 at 21:59:41, name: c102-30, Alg: 2, #particle: 15, seed: 1
12-16 at 22:59:22, name: r205-30, Alg: 2, #particle: 15, seed: 1
12-17 at 01:01:09, name: rc104-30, Alg: 4, #particle: 15, seed: 1
12-17 at 02:14:57, name: rc206-30, Alg: 2, #particle: 15, seed: 1
12-17 at 02:20:32, name: c203-30, Alg: 4, #particle: 15, seed: 1
12-17 at 04:51:04, name: r105-30, Alg: 2, #particle: 15, seed: 1
12-17 at 06:18:16, name: r206-30, Alg: 2, #particle: 15, seed: 1
12-17 at 06:27:18, name: c103-30, Alg: 2, #particle: 15, seed: 1
12-17 at 08:34:21, name: rc207-30, Alg: 2, #particle: 15, seed: 1
12-17 at 12:38:00, name: r207-30, Alg: 2, #particle: 15, seed: 1
12-17 at 13:39:38, name: c104-30, Alg: 2, #particle: 15, seed: 1
12-17 at 14:47:07, name: rc208-30, Alg: 2, #particle: 15, seed: 1
12-17 at 15:10:40, name: rc105-30, Alg: 4, #particle: 15, seed: 1
12-17 at 16:52:18, name: r106-30, Alg: 2, #particle: 15, seed: 1
12-17 at 17:41:02, name: c204-30, Alg: 4, #particle: 15, seed: 1
12-17 at 19:15:06, name: r208-30, Alg: 2, #particle: 15, seed: 1
12-17 at 20:28:51, name: c105-30, Alg: 2, #particle: 15, seed: 1
12-18 at 00:28:56, name: rc201-30, Alg: 4, #particle: 15, seed: 1
12-18 at 02:36:35, name: c106-30, Alg: 2, #particle: 15, seed: 1
12-18 at 03:19:44, name: rc106-30, Alg: 4, #particle: 15, seed: 1
12-18 at 04:17:36, name: r107-30, Alg: 2, #particle: 15, seed: 1
12-18 at 05:08:13, name: r209-30, Alg: 2, #particle: 15, seed: 1
12-18 at 09:49:49, name: rc202-30, Alg: 4, #particle: 15, seed: 1
12-18 at 09:55:59, name: c205-30, Alg: 4, #particle: 15, seed: 1
12-18 at 10:06:54, name: c107-30, Alg: 2, #particle: 15, seed: 1
12-18 at 13:44:00, name: r210-30, Alg: 2, #particle: 15, seed: 1
12-18 at 16:51:26, name: r108-30, Alg: 2, #particle: 15, seed: 1
12-18 at 17:38:17, name: rc107-30, Alg: 4, #particle: 15, seed: 1
12-18 at 18:35:17, name: c108-30, Alg: 2, #particle: 15, seed: 1
12-18 at 20:09:58, name: c206-30, Alg: 4, #particle: 15, seed: 1
12-18 at 20:45:18, name: r211-30, Alg: 2, #particle: 15, seed: 1
12-18 at 21:27:19, name: rc203-30, Alg: 4, #particle: 15, seed: 1
12-19 at 01:14:50, name: c109-30, Alg: 2, #particle: 15, seed: 1
12-19 at 02:29:28, name: c106-30, Alg: 3, #particle: 15, seed: 1
12-19 at 05:38:50, name: r109-30, Alg: 2, #particle: 15, seed: 1
12-19 at 06:44:52, name: r201-30, Alg: 4, #particle: 15, seed: 1
12-19 at 08:29:26, name: rc108-30, Alg: 4, #particle: 15, seed: 1
12-19 at 10:05:40, name: rc204-30, Alg: 4, #particle: 15, seed: 1
12-19 at 10:37:30, name: c207-30, Alg: 4, #particle: 15, seed: 1
12-19 at 16:38:51, name: c101-30, Alg: 4, #particle: 15, seed: 1
12-19 at 18:05:29, name: r110-30, Alg: 2, #particle: 15, seed: 1
12-19 at 18:54:33, name: rc101-30, Alg: 6, #particle: 15, seed: 1
12-19 at 19:47:00, name: r202-30, Alg: 4, #particle: 15, seed: 1
12-19 at 20:31:47, name: c208-30, Alg: 4, #particle: 15, seed: 1
12-19 at 23:16:04, name: rc205-30, Alg: 4, #particle: 15, seed: 1
12-20 at 03:24:56, name: c201-30, Alg: 6, #particle: 15, seed: 1
12-20 at 06:22:38, name: r111-30, Alg: 2, #particle: 15, seed: 1
12-20 at 07:24:29, name: r203-30, Alg: 4, #particle: 15, seed: 1
12-20 at 07:54:52, name: c102-30, Alg: 4, #particle: 15, seed: 1
12-20 at 08:23:23, name: rc102-30, Alg: 6, #particle: 15, seed: 1
12-20 at 10:21:06, name: c202-30, Alg: 6, #particle: 15, seed: 1
12-20 at 14:38:03, name: rc206-30, Alg: 4, #particle: 15, seed: 1
12-20 at 18:25:21, name: c203-30, Alg: 6, #particle: 15, seed: 1
12-20 at 19:12:59, name: rc103-30, Alg: 6, #particle: 15, seed: 1
12-20 at 19:31:11, name: r112-30, Alg: 2, #particle: 15, seed: 1
12-20 at 22:06:04, name: r204-30, Alg: 4, #particle: 15, seed: 1
12-21 at 01:39:44, name: c103-30, Alg: 4, #particle: 15, seed: 1
12-21 at 04:35:23, name: c204-30, Alg: 6, #particle: 15, seed: 1
12-21 at 06:44:49, name: r110-30, Alg: 4, #particle: 15, seed: 1
12-21 at 06:55:43, name: rc207-30, Alg: 4, #particle: 15, seed: 1
12-21 at 10:14:25, name: r205-30, Alg: 4, #particle: 15, seed: 1
12-21 at 11:32:11, name: rc104-30, Alg: 6, #particle: 15, seed: 1
12-21 at 12:50:49, name: c205-30, Alg: 6, #particle: 15, seed: 1
12-21 at 16:25:50, name: c104-30, Alg: 4, #particle: 15, seed: 1
12-21 at 21:23:04, name: c206-30, Alg: 6, #particle: 15, seed: 1
12-21 at 22:07:39, name: r206-30, Alg: 4, #particle: 15, seed: 1
12-21 at 23:04:11, name: r111-30, Alg: 4, #particle: 15, seed: 1
12-22 at 00:42:07, name: rc208-30, Alg: 4, #particle: 15, seed: 1
12-22 at 03:51:29, name: rc105-30, Alg: 6, #particle: 15, seed: 1
12-22 at 04:13:03, name: c207-30, Alg: 6, #particle: 15, seed: 1
12-22 at 06:31:03, name: c105-30, Alg: 4, #particle: 15, seed: 1
12-22 at 10:16:28, name: r207-30, Alg: 4, #particle: 15, seed: 1
12-22 at 11:29:01, name: c208-30, Alg: 6, #particle: 15, seed: 1
12-22 at 12:07:46, name: rc201-30, Alg: 6, #particle: 15, seed: 1
12-22 at 16:56:07, name: r112-30, Alg: 4, #particle: 15, seed: 1
12-22 at 17:23:50, name: rc106-30, Alg: 6, #particle: 15, seed: 1
12-22 at 19:35:37, name: c201-30, Alg: 7, #particle: 15, seed: 1
12-22 at 20:02:50, name: c106-30, Alg: 4, #particle: 15, seed: 1
12-22 at 23:53:56, name: rc202-30, Alg: 6, #particle: 15, seed: 1
12-23 at 00:08:43, name: r208-30, Alg: 4, #particle: 15, seed: 1
12-23 at 05:35:55, name: r101-30, Alg: 6, #particle: 15, seed: 1
12-23 at 06:41:03, name: c202-30, Alg: 7, #particle: 15, seed: 1
12-23 at 07:22:24, name: rc107-30, Alg: 6, #particle: 15, seed: 1
12-23 at 08:48:13, name: rc203-30, Alg: 6, #particle: 15, seed: 1
12-23 at 10:07:26, name: c107-30, Alg: 4, #particle: 15, seed: 1
12-23 at 16:10:22, name: c203-30, Alg: 7, #particle: 15, seed: 1
12-23 at 17:29:57, name: r209-30, Alg: 4, #particle: 15, seed: 1
12-23 at 18:06:50, name: rc204-30, Alg: 6, #particle: 15, seed: 1
12-23 at 19:07:40, name: r102-30, Alg: 6, #particle: 15, seed: 1
12-23 at 20:07:05, name: rc108-30, Alg: 6, #particle: 15, seed: 1
12-23 at 23:58:41, name: c108-30, Alg: 4, #particle: 15, seed: 1
12-24 at 05:18:48, name: c204-30, Alg: 7, #particle: 15, seed: 1
12-24 at 06:55:51, name: rc101-30, Alg: 7, #particle: 15, seed: 1
12-24 at 08:33:15, name: r103-30, Alg: 6, #particle: 15, seed: 1
12-24 at 08:40:20, name: r210-30, Alg: 4, #particle: 15, seed: 1
12-24 at 10:06:16, name: rc205-30, Alg: 6, #particle: 15, seed: 1
12-24 at 15:24:06, name: c109-30, Alg: 4, #particle: 15, seed: 1
12-24 at 15:26:46, name: c205-30, Alg: 7, #particle: 15, seed: 1
12-24 at 17:38:39, name: rc102-30, Alg: 7, #particle: 15, seed: 1
12-24 at 21:04:25, name: rc206-30, Alg: 6, #particle: 15, seed: 1
12-25 at 00:19:35, name: c101-30, Alg: 6, #particle: 15, seed: 1
12-25 at 01:03:16, name: r104-30, Alg: 6, #particle: 15, seed: 1
12-25 at 02:20:00, name: r211-30, Alg: 4, #particle: 15, seed: 1
12-25 at 02:23:35, name: c206-30, Alg: 7, #particle: 15, seed: 1
12-25 at 03:38:26, name: rc103-30, Alg: 7, #particle: 15, seed: 1
12-25 at 08:08:50, name: rc207-30, Alg: 6, #particle: 15, seed: 1
12-25 at 11:24:12, name: c102-30, Alg: 6, #particle: 15, seed: 1
12-25 at 12:18:34, name: c207-30, Alg: 7, #particle: 15, seed: 1
12-25 at 13:55:31, name: r201-30, Alg: 7, #particle: 15, seed: 1
12-25 at 16:52:15, name: rc104-30, Alg: 7, #particle: 15, seed: 1
12-25 at 18:04:31, name: r105-30, Alg: 6, #particle: 15, seed: 1
12-25 at 19:32:04, name: rc208-30, Alg: 6, #particle: 15, seed: 1
12-25 at 21:00:43, name: c103-30, Alg: 6, #particle: 15, seed: 1
12-25 at 21:29:25, name: c208-30, Alg: 7, #particle: 15, seed: 1
12-25 at 23:39:36, name: r202-30, Alg: 7, #particle: 15, seed: 1
12-26 at 03:11:10, name: c201-30, Alg: 8, #particle: 15, seed: 1
12-26 at 06:02:46, name: rc201-30, Alg: 7, #particle: 15, seed: 1
12-26 at 06:29:22, name: c104-30, Alg: 6, #particle: 15, seed: 1
12-26 at 07:21:14, name: rc105-30, Alg: 7, #particle: 15, seed: 1
12-26 at 09:49:50, name: c202-30, Alg: 8, #particle: 15, seed: 1
12-26 at 11:12:11, name: r203-30, Alg: 7, #particle: 15, seed: 1
12-26 at 11:22:03, name: r106-30, Alg: 6, #particle: 15, seed: 1
12-26 at 15:23:43, name: c203-30, Alg: 8, #particle: 15, seed: 1
12-26 at 15:56:54, name: rc202-30, Alg: 7, #particle: 15, seed: 1
12-26 at 16:52:08, name: rc106-30, Alg: 7, #particle: 15, seed: 1
12-26 at 18:01:14, name: c105-30, Alg: 6, #particle: 15, seed: 1
12-26 at 22:54:01, name: c204-30, Alg: 8, #particle: 15, seed: 1
12-26 at 23:36:38, name: r204-30, Alg: 7, #particle: 15, seed: 1
12-27 at 01:44:56, name: rc203-30, Alg: 7, #particle: 15, seed: 1
12-27 at 02:39:38, name: r107-30, Alg: 6, #particle: 15, seed: 1
12-27 at 05:03:54, name: c205-30, Alg: 8, #particle: 15, seed: 1
12-27 at 05:18:07, name: c106-30, Alg: 6, #particle: 15, seed: 1
12-27 at 05:25:59, name: rc107-30, Alg: 7, #particle: 15, seed: 1
12-27 at 10:39:34, name: r205-30, Alg: 7, #particle: 15, seed: 1
12-27 at 11:31:39, name: rc204-30, Alg: 7, #particle: 15, seed: 1
12-27 at 11:39:31, name: c206-30, Alg: 8, #particle: 15, seed: 1
12-27 at 15:44:16, name: c107-30, Alg: 6, #particle: 15, seed: 1
12-27 at 17:29:16, name: c207-30, Alg: 8, #particle: 15, seed: 1
12-27 at 19:47:24, name: rc108-30, Alg: 7, #particle: 15, seed: 1
12-27 at 20:24:46, name: r108-30, Alg: 6, #particle: 15, seed: 1
12-27 at 21:43:53, name: r206-30, Alg: 7, #particle: 15, seed: 1
12-27 at 23:15:53, name: c208-30, Alg: 8, #particle: 15, seed: 1
12-27 at 23:47:31, name: rc205-30, Alg: 7, #particle: 15, seed: 1
12-28 at 02:48:47, name: rc101-30, Alg: 8, #particle: 15, seed: 1
12-28 at 04:55:02, name: c108-30, Alg: 6, #particle: 15, seed: 1
12-28 at 06:36:10, name: r207-30, Alg: 7, #particle: 15, seed: 1
12-28 at 09:53:19, name: rc102-30, Alg: 8, #particle: 15, seed: 1
12-28 at 11:48:10, name: rc206-30, Alg: 7, #particle: 15, seed: 1
12-28 at 12:28:17, name: c201-30, Alg: 9, #particle: 15, seed: 1
12-28 at 13:49:02, name: r109-30, Alg: 6, #particle: 15, seed: 1
12-28 at 16:18:52, name: c109-30, Alg: 6, #particle: 15, seed: 1
12-28 at 16:27:09, name: r208-30, Alg: 7, #particle: 15, seed: 1
12-28 at 17:09:12, name: rc103-30, Alg: 8, #particle: 15, seed: 1
12-28 at 22:34:14, name: rc207-30, Alg: 7, #particle: 15, seed: 1
12-29 at 00:25:50, name: rc104-30, Alg: 8, #particle: 15, seed: 1
12-29 at 03:00:48, name: r209-30, Alg: 7, #particle: 15, seed: 1
12-29 at 03:14:24, name: c101-30, Alg: 7, #particle: 15, seed: 1
12-29 at 04:26:32, name: c202-30, Alg: 9, #particle: 15, seed: 1
12-29 at 06:36:33, name: r110-30, Alg: 6, #particle: 15, seed: 1
12-29 at 08:01:35, name: rc105-30, Alg: 8, #particle: 15, seed: 1
12-29 at 09:31:20, name: rc208-30, Alg: 7, #particle: 15, seed: 1
12-29 at 14:33:39, name: rc106-30, Alg: 8, #particle: 15, seed: 1
12-29 at 14:47:18, name: r210-30, Alg: 7, #particle: 15, seed: 1
12-29 at 15:05:30, name: c102-30, Alg: 7, #particle: 15, seed: 1
12-29 at 15:59:18, name: rc201-30, Alg: 8, #particle: 15, seed: 1
12-29 at 19:21:23, name: c203-30, Alg: 9, #particle: 15, seed: 1
12-29 at 20:31:03, name: rc107-30, Alg: 8, #particle: 15, seed: 1
12-29 at 22:50:38, name: r111-30, Alg: 6, #particle: 15, seed: 1
12-29 at 23:29:11, name: r211-30, Alg: 7, #particle: 15, seed: 1
12-29 at 23:51:45, name: rc202-30, Alg: 8, #particle: 15, seed: 1
12-30 at 04:54:48, name: rc108-30, Alg: 8, #particle: 15, seed: 1
12-30 at 05:00:35, name: c103-30, Alg: 7, #particle: 15, seed: 1
12-30 at 05:30:27, name: rc203-30, Alg: 8, #particle: 15, seed: 1
12-30 at 06:30:07, name: r201-30, Alg: 8, #particle: 15, seed: 1
12-30 at 12:00:57, name: c204-30, Alg: 9, #particle: 15, seed: 1
12-30 at 12:49:22, name: rc204-30, Alg: 8, #particle: 15, seed: 1
12-30 at 13:49:05, name: r202-30, Alg: 8, #particle: 15, seed: 1
12-30 at 15:37:36, name: r112-30, Alg: 6, #particle: 15, seed: 1
12-30 at 15:42:10, name: rc101-30, Alg: 9, #particle: 15, seed: 1
12-30 at 18:48:08, name: c104-30, Alg: 7, #particle: 15, seed: 1
12-30 at 20:50:39, name: r203-30, Alg: 8, #particle: 15, seed: 1
12-30 at 21:07:21, name: rc205-30, Alg: 8, #particle: 15, seed: 1
12-31 at 02:55:56, name: c205-30, Alg: 9, #particle: 15, seed: 1
12-31 at 03:00:55, name: r101-30, Alg: 7, #particle: 15, seed: 1
12-31 at 03:22:59, name: r204-30, Alg: 8, #particle: 15, seed: 1
12-31 at 04:03:23, name: rc102-30, Alg: 9, #particle: 15, seed: 1
12-31 at 05:14:20, name: rc206-30, Alg: 8, #particle: 15, seed: 1
12-31 at 06:22:22, name: c105-30, Alg: 7, #particle: 15, seed: 1
12-31 at 10:30:23, name: r205-30, Alg: 8, #particle: 15, seed: 1
12-31 at 11:32:45, name: rc207-30, Alg: 8, #particle: 15, seed: 1
12-31 at 14:43:49, name: r102-30, Alg: 7, #particle: 15, seed: 1
12-31 at 15:49:03, name: c206-30, Alg: 9, #particle: 15, seed: 1
12-31 at 17:05:00, name: c106-30, Alg: 7, #particle: 15, seed: 1
12-31 at 19:13:10, name: rc103-30, Alg: 9, #particle: 15, seed: 1
01-01 at 02:45:47, name: r103-30, Alg: 7, #particle: 15, seed: 1
01-01 at 04:20:37, name: c107-30, Alg: 7, #particle: 15, seed: 1
01-01 at 06:19:38, name: c207-30, Alg: 9, #particle: 15, seed: 1
01-01 at 11:05:15, name: rc104-30, Alg: 9, #particle: 15, seed: 1
01-01 at 15:26:26, name: r104-30, Alg: 7, #particle: 15, seed: 1
01-01 at 17:22:55, name: c108-30, Alg: 7, #particle: 15, seed: 1
01-01 at 19:28:19, name: c208-30, Alg: 9, #particle: 15, seed: 1
01-02 at 02:49:52, name: rc105-30, Alg: 9, #particle: 15, seed: 1
01-02 at 05:56:21, name: r105-30, Alg: 7, #particle: 15, seed: 1
01-02 at 06:02:54, name: c201-30, Alg: 10, #particle: 15, seed: 1
01-02 at 07:16:50, name: c109-30, Alg: 7, #particle: 15, seed: 1
01-02 at 14:35:19, name: rc106-30, Alg: 9, #particle: 15, seed: 1
01-02 at 14:57:58, name: c101-30, Alg: 8, #particle: 15, seed: 1
01-02 at 16:45:35, name: c202-30, Alg: 10, #particle: 15, seed: 1
01-02 at 19:41:47, name: r106-30, Alg: 7, #particle: 15, seed: 1
01-02 at 23:21:10, name: c102-30, Alg: 8, #particle: 15, seed: 1
01-03 at 02:43:33, name: c203-30, Alg: 10, #particle: 15, seed: 1
01-03 at 03:41:43, name: rc107-30, Alg: 9, #particle: 15, seed: 1
01-03 at 06:05:30, name: c103-30, Alg: 8, #particle: 15, seed: 1
01-03 at 11:14:11, name: r107-30, Alg: 7, #particle: 15, seed: 1
01-03 at 12:52:04, name: c104-30, Alg: 8, #particle: 15, seed: 1
01-03 at 14:06:40, name: c204-30, Alg: 10, #particle: 15, seed: 1
01-03 at 17:38:59, name: rc108-30, Alg: 9, #particle: 15, seed: 1
01-03 at 20:33:16, name: c105-30, Alg: 8, #particle: 15, seed: 1
01-03 at 23:30:00, name: c205-30, Alg: 10, #particle: 15, seed: 1
01-04 at 00:24:18, name: r108-30, Alg: 7, #particle: 15, seed: 1
01-04 at 02:42:14, name: rc101-30, Alg: 10, #particle: 15, seed: 1
01-04 at 03:14:36, name: c106-30, Alg: 8, #particle: 15, seed: 1
01-04 at 07:36:12, name: c206-30, Alg: 10, #particle: 15, seed: 1
01-04 at 10:16:01, name: c107-30, Alg: 8, #particle: 15, seed: 1
01-04 at 11:54:59, name: r109-30, Alg: 7, #particle: 15, seed: 1
01-04 at 13:50:15, name: rc102-30, Alg: 10, #particle: 15, seed: 1
01-04 at 17:03:24, name: c108-30, Alg: 8, #particle: 15, seed: 1
01-04 at 18:11:22, name: c207-30, Alg: 10, #particle: 15, seed: 1
01-04 at 23:01:32, name: rc103-30, Alg: 10, #particle: 15, seed: 1
01-04 at 23:49:56, name: c109-30, Alg: 8, #particle: 15, seed: 1
01-05 at 00:39:28, name: r110-30, Alg: 7, #particle: 15, seed: 1
01-05 at 03:57:26, name: c208-30, Alg: 10, #particle: 15, seed: 1
01-05 at 07:46:43, name: rc104-30, Alg: 10, #particle: 15, seed: 1
01-05 at 12:58:16, name: c201-30, Alg: 11, #particle: 15, seed: 1
01-05 at 13:50:05, name: c101-30, Alg: 9, #particle: 15, seed: 1
01-05 at 14:25:21, name: r111-30, Alg: 7, #particle: 15, seed: 1
01-05 at 18:07:48, name: rc105-30, Alg: 10, #particle: 15, seed: 1
01-05 at 22:30:49, name: c202-30, Alg: 11, #particle: 15, seed: 1
01-06 at 03:55:45, name: c102-30, Alg: 9, #particle: 15, seed: 1
01-06 at 03:59:43, name: rc106-30, Alg: 10, #particle: 15, seed: 1
01-06 at 04:11:08, name: r112-30, Alg: 7, #particle: 15, seed: 1
01-06 at 08:06:34, name: c203-30, Alg: 11, #particle: 15, seed: 1
01-06 at 11:24:34, name: r101-30, Alg: 8, #particle: 15, seed: 1
01-06 at 12:32:03, name: rc107-30, Alg: 10, #particle: 15, seed: 1
01-06 at 16:42:24, name: c204-30, Alg: 11, #particle: 15, seed: 1
01-06 at 20:13:18, name: r102-30, Alg: 8, #particle: 15, seed: 1
01-06 at 20:52:47, name: c103-30, Alg: 9, #particle: 15, seed: 1
01-06 at 22:00:42, name: rc108-30, Alg: 10, #particle: 15, seed: 1
01-07 at 02:19:34, name: c205-30, Alg: 11, #particle: 15, seed: 1
01-07 at 05:25:45, name: r103-30, Alg: 8, #particle: 15, seed: 1
01-07 at 06:25:02, name: rc101-30, Alg: 11, #particle: 15, seed: 1
01-07 at 08:20:52, name: c206-30, Alg: 11, #particle: 15, seed: 1
01-07 at 13:37:23, name: r104-30, Alg: 8, #particle: 15, seed: 1
01-07 at 14:00:14, name: c104-30, Alg: 9, #particle: 15, seed: 1
01-07 at 14:10:13, name: rc102-30, Alg: 11, #particle: 15, seed: 1
01-07 at 17:46:55, name: c207-30, Alg: 11, #particle: 15, seed: 1
01-07 at 22:27:11, name: r105-30, Alg: 8, #particle: 15, seed: 1
01-08 at 00:47:11, name: rc103-30, Alg: 11, #particle: 15, seed: 1
01-08 at 01:40:43, name: c208-30, Alg: 11, #particle: 15, seed: 1
01-08 at 03:21:43, name: c105-30, Alg: 9, #particle: 15, seed: 1
01-08 at 08:05:08, name: r106-30, Alg: 8, #particle: 15, seed: 1
01-08 at 09:46:09, name: c201-30, Alg: 12, #particle: 15, seed: 1
01-08 at 09:49:48, name: rc104-30, Alg: 11, #particle: 15, seed: 1
01-08 at 13:07:37, name: r206-30, Alg: 8, #particle: 15, seed: 1
01-08 at 14:58:09, name: rc208-30, Alg: 8, #particle: 15, seed: 1
01-08 at 17:04:13, name: c106-30, Alg: 9, #particle: 15, seed: 1
01-08 at 17:35:55, name: r107-30, Alg: 8, #particle: 15, seed: 1
01-08 at 18:38:09, name: r207-30, Alg: 8, #particle: 15, seed: 1
01-08 at 19:17:50, name: rc105-30, Alg: 11, #particle: 15, seed: 1
01-08 at 20:20:18, name: c202-30, Alg: 12, #particle: 15, seed: 1
01-09 at 00:20:34, name: r208-30, Alg: 8, #particle: 15, seed: 1
01-09 at 03:05:02, name: rc201-30, Alg: 9, #particle: 15, seed: 1
01-09 at 04:37:19, name: rc106-30, Alg: 11, #particle: 15, seed: 1
01-09 at 05:06:35, name: r108-30, Alg: 8, #particle: 15, seed: 1
01-09 at 06:23:54, name: c203-30, Alg: 12, #particle: 15, seed: 1
01-09 at 08:13:01, name: r209-30, Alg: 8, #particle: 15, seed: 1
01-09 at 08:40:26, name: c107-30, Alg: 9, #particle: 15, seed: 1
01-09 at 13:15:01, name: rc107-30, Alg: 11, #particle: 15, seed: 1
01-09 at 14:01:37, name: r210-30, Alg: 8, #particle: 15, seed: 1
01-09 at 14:39:48, name: r109-30, Alg: 8, #particle: 15, seed: 1
01-09 at 16:45:41, name: c204-30, Alg: 12, #particle: 15, seed: 1
01-09 at 18:47:37, name: rc202-30, Alg: 9, #particle: 15, seed: 1
01-09 at 19:59:56, name: r211-30, Alg: 8, #particle: 15, seed: 1
01-09 at 23:42:22, name: rc108-30, Alg: 11, #particle: 15, seed: 1
01-10 at 00:00:53, name: c108-30, Alg: 9, #particle: 15, seed: 1
01-10 at 00:17:57, name: r201-30, Alg: 9, #particle: 15, seed: 1
01-10 at 01:19:46, name: r110-30, Alg: 8, #particle: 15, seed: 1
01-10 at 01:43:04, name: c205-30, Alg: 12, #particle: 15, seed: 1
01-10 at 08:32:05, name: rc203-30, Alg: 9, #particle: 15, seed: 1
01-10 at 09:08:54, name: rc101-30, Alg: 12, #particle: 15, seed: 1
01-10 at 09:56:06, name: c206-30, Alg: 12, #particle: 15, seed: 1
01-10 at 11:22:23, name: r111-30, Alg: 8, #particle: 15, seed: 1
01-10 at 15:31:47, name: r202-30, Alg: 9, #particle: 15, seed: 1
01-10 at 16:25:41, name: c109-30, Alg: 9, #particle: 15, seed: 1
01-10 at 19:56:29, name: c207-30, Alg: 12, #particle: 15, seed: 1
01-10 at 20:49:45, name: r112-30, Alg: 8, #particle: 15, seed: 1
01-10 at 22:45:06, name: rc102-30, Alg: 12, #particle: 15, seed: 1
01-11 at 00:00:51, name: rc204-30, Alg: 9, #particle: 15, seed: 1
01-11 at 04:29:55, name: c208-30, Alg: 12, #particle: 15, seed: 1
01-11 at 04:52:12, name: r101-30, Alg: 9, #particle: 15, seed: 1
01-11 at 05:49:06, name: c101-30, Alg: 10, #particle: 15, seed: 1
01-11 at 06:23:42, name: r203-30, Alg: 9, #particle: 15, seed: 1
